"tair_id","r_value"
"ATMG01240",0.819
"AT3G46230",0.819
"AT5G54740",0.818
"AT2G19900",0.818
"AT2G33520",0.818
"AT1G75490",0.818
"AT3G03490",0.817
"AT5G59170",0.817
"AT5G37260",0.817
"AT1G07150",0.816
"AT2G02120",0.814
"AT2G28420",0.814
"AT4G16160",0.814
"AT5G45320",0.814
"AT1G17810",0.813
"AT2G25890",0.812
"AT4G10020",0.812
"AT5G50600",0.811
"AT4G02280",0.809
"AT2G33590",0.809
"AT1G03790",0.808
"AT1G04560",0.808
"AT1G48130",0.808
"AT4G27780",0.807
"AT2G15520",0.806
"AT5G58070",0.806
"AT3G22640",0.805
"AT5G07330",0.805
"AT3G54940",0.804
"AT5G53660",0.804
"AT1G15960",0.803
"AT3G14680",0.803
"AT2G35300",0.802
"AT5G65080",0.801
"AT1G70985",0.801
"AT3G26330",0.801
"AT2G14060",0.8
"AT2G20770",0.8
"AT2G27380",0.798
"AT1G62710",0.797
"AT2G31700",0.797
"AT2G07724",0.797
"AT5G03860",0.794
"AT3G27660",0.794
"AT3G19920",0.793
"AT2G07813",0.793
"AT5G07830",0.792
"AT2G31945",0.792
"AT2G28490",0.791
"AT1G19540",0.791
"AT1G62510",0.791
"AT3G28155",0.791
"AT5G60220",0.79
"AT5G01300",0.79
"AT4G25140",0.79
"AT4G38740",0.79
"AT2G21820",0.789
"AT4G22100",0.789
"AT1G72680",0.789
"AT3G14780",0.789
"AT1G68450",0.788
"ATMG01400",0.788
"AT1G22600",0.788
"AT5G49990",0.788
"AT3G32200",0.788
"AT5G42290",0.788
"AT3G24520",0.788
"AT5G44120",0.787
"AT1G77120",0.786
"AT3G15260",0.785
"AT5G25350",0.785
"AT1G27300",0.784
"AT1G72100",0.784
"AT1G03890",0.783
"AT4G23930",0.783
"AT4G28330",0.782
"AT1G03905",0.782
"AT4G27170",0.782
"AT4G27140",0.78
"AT4G01410",0.78
"AT5G17190",0.78
"AT4G18650",0.78
"AT4G28520",0.779
"AT3G28920",0.778
"AT2G32660",0.778
"AT3G21520",0.778
"AT2G43780",0.777
"AT5G12030",0.777
"AT1G11650",0.777
"AT3G61980",0.776
"AT5G40420",0.775
"AT5G45310",0.775
"AT5G66110",0.775
"AT1G54860",0.775
"AT2G37970",0.775
"AT2G07773",0.774
"AT2G31940",0.773
"AT1G76220",0.772
"AT3G16270",0.772
"AT3G04150",0.772
"AT1G69295",0.771
"AT1G13740",0.771
"AT2G07230",0.771
"AT1G69410",0.771
"AT5G24950",0.771
"AT5G64190",0.77
"AT5G18270",0.77
"AT2G02470",0.77
"AT4G27150",0.769
"AT2G07697",0.769
"AT5G07680",0.769
"AT5G41170",0.769
"AT2G23110",0.768
"AT2G23640",0.767
"AT5G18220",0.767
"AT1G07430",0.767
"AT1G03880",0.767
"AT2G36640",0.766
"AT4G27160",0.766
"AT1G68250",0.765
"AT5G05870",0.764
"AT2G22240",0.764
"AT2G25520",0.763
"AT1G55240",0.763
"AT5G03640",0.763
"AT1G07310",0.763
"AT4G09030",0.763
"AT1G01170",0.763
"AT4G26740",0.762
"AT2G38880",0.762
"AT5G44310",0.762
"AT1G24735",0.762
"AT5G60760",0.761
"AT3G18570",0.761
"AT2G46750",0.761
"AT2G18560",0.76
"AT2G07716",0.759
"AT3G15280",0.759
"AT1G70780",0.759
"AT5G07190",0.759
"AT1G10310",0.758
"AT2G38905",0.758
"AT2G42000",0.758
"AT3G01570",0.757
"AT4G29840",0.756
"AT5G65140",0.756
"AT5G49350",0.756
"AT3G24650",0.755
"AT3G14480",0.754
"AT3G12580",0.754
"AT3G62690",0.753
"AT1G29330",0.753
"AT1G80010",0.752
"AT3G12490",0.752
"AT3G47640",0.751
"AT2G27940",0.751
"AT5G17310",0.751
"AT5G58210",0.751
"AT3G02990",0.75
"AT1G30700",0.748
"AT3G24210",0.748
"AT1G42690",0.747
"AT2G04063",0.747
"AT4G03200",0.747
"AT3G48990",0.747
"AT4G01970",0.747
"AT1G29680",0.746
"AT3G17860",0.744
"AT5G26010",0.744
"AT1G36540",0.743
"ATMG00140",0.743
"AT4G10850",0.743
"AT3G15250",0.742
"AT1G34140",0.742
"AT2G46670",0.742
"AT1G29160",0.741
"AT1G03470",0.741
"AT5G63190",0.74
"AT4G31830",0.74
"AT2G02580",0.739
"AT5G55240",0.739
"AT5G18250",0.738
"AT2G24430",0.737
"AT4G18425",0.736
"AT1G02850",0.736
"AT5G27230",0.735
"AT4G05320",0.735
"AT2G47150",0.735
"AT1G79230",0.734
"ATMG00400",0.733
"AT1G23550",0.733
"AT3G08860",0.733
"AT5G04380",0.732
"ATMG00820",0.731
"AT1G22610",0.73
"AT4G26700",0.73
"AT1G80160",0.73
"AT3G52230",0.73
"AT1G05150",0.729
"AT2G04520",0.729
"AT4G27190",0.729
"AT2G14095",0.728
"AT5G47810",0.728
"AT1G68920",0.728
"AT1G78840",0.728
"AT4G24220",0.727
"AT3G23340",0.727
"AT1G79330",0.727
"AT3G01100",0.726
"AT4G27450",0.725
"AT2G31130",0.725
"AT1G69960",0.725
"AT1G24706",0.725
"AT1G07420",0.725
"AT3G52420",0.725
"AT2G25340",0.725
"AT4G18910",0.724
"AT5G05320",0.724
"AT3G62090",0.724
"AT3G06420",0.724
"AT3G51120",0.724
"AT2G28720",0.723
"AT1G32400",0.723
"AT3G53230",0.722
"AT1G11440",0.721
"AT5G67490",0.721
"AT3G13330",0.72
"AT4G36360",0.72
"AT2G47280",0.72
"AT1G55190",0.719
"AT3G01650",0.719
"AT5G41350",0.718
"AT5G07000",0.718
"AT3G51750",0.718
"AT5G44260",0.718
"AT1G11360",0.718
"AT3G62730",0.718
"AT4G34890",0.718
"AT3G51880",0.717
"AT2G27360",0.717
"AT1G32750",0.717
"AT1G60140",0.717
"AT5G63280",0.717
"AT3G60220",0.717
"AT3G62920",0.715
"AT2G07722",0.715
"AT3G27770",0.715
"AT3G27580",0.715
"AT1G19530",0.715
"AT5G61510",0.715
"AT5G20940",0.715
"AT5G65800",0.715
"AT4G33670",0.714
"AT4G33700",0.714
"AT1G77950",0.713
"AT4G02890",0.712
"AT5G43770",0.712
"AT2G07770",0.711
"AT1G32790",0.711
"AT1G28360",0.711
"AT5G04610",0.711
"AT1G47540",0.71
"AT2G45290",0.71
"AT2G15410",0.71
"AT5G13360",0.709
"AT3G44030",0.709
"AT1G33900",0.709
"AT2G05910",0.709
"AT5G51570",0.709
"AT3G21380",0.708
"AT5G28930",0.708
"AT3G56880",0.708
"AT5G50315",0.708
"AT3G19580",0.707
"AT1G08170",0.706
"AT4G36620",0.706
"AT1G65090",0.706
"AT5G05710",0.706
"AT5G46230",0.705
"AT4G28260",0.705
"AT2G38450",0.705
"AT1G68140",0.705
"AT2G18540",0.705
"AT1G80245",0.705
"AT3G50320",0.704
"AT3G15352",0.704
"AT5G56540",0.704
"AT1G14490",0.704
"AT3G12320",0.704
"AT4G16020",0.704
"AT5G51280",0.704
"AT2G02990",0.703
"AT2G48010",0.703
"AT4G39130",0.703
"AT2G01550",0.703
"AT5G50360",0.703
"AT1G43890",0.703
"ATMG00580",0.703
"AT3G01420",0.703
"AT2G44890",0.702
"AT3G26990",0.702
"AT1G15130",0.702
"AT4G11600",0.702
"AT5G49700",0.701
"AT1G67920",0.701
"AT2G02850",0.701
"AT3G30510",0.701
"AT5G60460",0.701
"AT5G56150",0.7
"AT5G54640",0.7
"AT2G45210",0.7
"AT4G01810",0.7
"AT1G40150",0.7
"AT2G47820",0.7
"AT5G13330",0.7
"AT4G11745",0.699
"AT3G15180",0.699
"AT1G19900",0.699
"AT1G72390",0.699
"AT1G01470",0.697
"AT1G73960",0.697
"AT4G03320",0.696
"AT3G06360",0.696
"AT2G15660",0.696
"AT5G04040",0.696
"AT3G60730",0.695
"AT5G24600",0.695
"ATMG00010",0.695
"AT1G43050",0.694
"AT5G01500",0.694
"AT1G65380",0.694
"AT2G07685",0.694
"AT2G36550",0.694
"AT5G67600",0.694
"AT1G33490",0.693
"AT5G22540",0.693
"AT3G15210",0.692
"AT5G17580",0.692
"AT5G24970",0.691
"AT5G38530",0.691
"AT4G05050",0.691
"AT2G07799",0.691
"AT4G09490",0.69
"AT5G35420",0.69
"AT4G36210",0.689
"AT3G07760",0.689
"AT4G10410",0.689
"AT1G62290",0.689
"AT5G05350",0.688
"AT2G07809",0.688
"AT3G15500",0.687
"AT3G26770",0.687
"AT5G13010",0.687
"AT1G21670",0.686
"AT3G01890",0.686
"AT1G18940",0.686
"ATMG00080",0.686
"AT5G45180",0.686
"AT1G26790",0.685
"AT2G07686",0.685
"AT3G49700",0.685
"AT4G34320",0.685
"AT1G72175",0.685
"AT5G08430",0.684
"AT2G19320",0.684
"AT2G36960",0.684
"AT3G21865",0.684
"AT2G44260",0.684
"AT2G32910",0.684
"AT4G17140",0.684
"AT4G04760",0.684
"AT2G30300",0.684
"AT5G54000",0.683
"AT3G52780",0.683
"AT5G42690",0.683
"AT1G05340",0.683
"ATMG00470",0.682
"AT2G44980",0.681
"AT1G65980",0.681
"AT2G14320",0.681
"AT1G67450",0.68
"AT2G45950",0.68
"AT5G10980",0.68
"AT2G47180",0.68
"AT5G53440",0.679
"AT5G53470",0.679
"AT5G62640",0.678
"AT5G44240",0.678
"AT2G44310",0.678
"AT3G61880",0.678
"AT5G64080",0.678
"AT1G01650",0.678
"AT5G27650",0.677
"AT2G43400",0.677
"AT5G04410",0.677
"AT1G22770",0.676
"AT5G16460",0.676
"AT1G48760",0.676
"AT5G50170",0.676
"AT1G54110",0.675
"AT3G29260",0.675
"AT1G32150",0.675
"AT2G23090",0.674
"AT3G03530",0.674
"AT2G28700",0.674
"AT3G16990",0.674
"AT4G07370",0.674
"AT3G53820",0.674
"AT5G52580",0.674
"AT1G69800",0.673
"AT2G22910",0.673
"AT2G42350",0.672
"AT2G44100",0.672
"AT5G14420",0.672
"AT1G50380",0.671
"AT3G32000",0.671
"ATCG00870",0.671
"AT2G36210",0.671
"AT4G16146",0.67
"AT5G56240",0.669
"AT3G59840",0.669
"AT4G40040",0.669
"AT5G58650",0.669
"AT4G33240",0.669
"AT4G03790",0.669
"AT5G08560",0.669
"AT3G10350",0.669
"AT5G53000",0.668
"AT5G60680",0.668
"AT1G47240",0.668
"AT1G04230",0.668
"AT2G41390",0.668
"AT4G37050",0.668
"AT1G04830",0.667
"AT3G16640",0.667
"AT3G11800",0.666
"AT4G36380",0.666
"AT4G07990",0.666
"AT5G16550",0.665
"AT1G17390",0.665
"AT1G20390",0.664
"ATMG00740",0.664
"AT5G43260",0.664
"AT4G04840",0.664
"AT3G19990",0.664
"AT4G36900",0.664
"AT3G26950",0.664
"AT1G76990",0.663
"AT3G07530",0.663
"AT1G30860",0.663
"AT2G32090",0.663
"AT1G37060",0.663
"AT2G07725",0.663
"AT1G54120",0.662
"ATMG00680",0.662
"AT1G74280",0.662
"AT4G04870",0.662
"AT5G63340",0.662
"AT1G54430",0.661
"AT1G31470",0.661
"AT3G26614",0.661
"AT2G46800",0.661
"AT4G18520",0.661
"AT5G55390",0.661
"AT3G51620",0.66
"AT3G44830",0.66
"AT1G43330",0.66
"AT1G15340",0.66
"AT1G22670",0.66
"AT2G14520",0.659
"AT5G23110",0.659
"AT4G05000",0.659
"AT1G36756",0.659
"AT1G01725",0.658
"AT1G01840",0.658
"AT3G30290",0.658
"AT5G43580",0.658
"AT2G23240",0.658
"AT5G57400",0.658
"AT3G50650",0.658
"AT1G80740",0.657
"AT2G16485",0.657
"AT5G37680",0.657
"AT3G54680",0.657
"AT2G25900",0.657
"AT3G02480",0.657
"AT5G23150",0.657
"AT1G70840",0.656
"AT2G10660",0.656
"AT3G13780",0.656
"AT5G09250",0.656
"AT2G30660",0.655
"AT3G62140",0.655
"AT1G76230",0.654
"AT1G62000",0.654
"AT3G16770",0.654
"AT2G33570",0.653
"AT2G43540",0.653
"AT3G53410",0.653
"AT4G24660",0.653
"AT2G35590",0.653
"AT1G68220",0.653
"AT4G39260",0.653
"AT5G45160",0.653
"AT1G19140",0.652
"AT2G44800",0.652
"AT1G24210",0.652
"AT3G58680",0.652
"AT4G25170",0.652
"AT1G01480",0.652
"AT1G75810",0.652
"AT5G23650",0.651
"AT5G07480",0.651
"AT3G15580",0.651
"AT1G17130",0.651
"AT4G36190",0.651
"AT2G46270",0.651
"AT5G65750",0.651
"AT2G13290",0.65
"AT5G27460",0.65
"AT5G23460",0.65
"AT5G35250",0.65
"AT1G71950",0.65
"AT3G14070",0.65
"AT1G49700",0.65
"AT1G72770",0.649
"AT1G04260",0.649
"AT2G05230",0.649
"AT5G04370",0.649
"AT3G05510",0.649
"AT5G15240",0.649
"AT2G33760",0.649
"AT2G22080",0.648
"AT1G48980",0.648
"AT4G08170",0.647
"AT1G68380",0.647
"AT1G48090",0.647
"AT5G39720",0.646
"AT4G18130",0.646
"AT5G46400",0.646
"AT5G42060",0.646
"AT1G07080",0.645
"AT1G32830",0.645
"AT3G01210",0.645
"AT5G28140",0.644
"AT5G38310",0.644
"AT5G16380",0.644
"AT1G01230",0.644
"AT1G15690",0.643
"AT1G79320",0.643
"AT5G63640",0.643
"AT5G17300",0.643
"AT1G65670",0.643
"AT1G32830",0.643
"AT1G24460",0.643
"AT4G27460",0.643
"AT1G44414",0.643
"AT1G48470",0.643
"AT3G01400",0.642
"AT1G21400",0.642
"AT3G59580",0.642
"AT4G31960",0.642
"AT3G60680",0.642
"AT4G07450",0.642
"AT4G16620",0.642
"AT1G35860",0.642
"AT1G64660",0.642
"AT5G49050",0.641
"AT2G01430",0.641
"AT1G31810",0.641
"AT4G14900",0.641
"AT2G18915",0.64
"AT1G58470",0.64
"AT2G18590",0.64
"AT3G62700",0.64
"ATMG00050",0.64
"AT5G57390",0.639
"AT1G80940",0.639
"AT5G49580",0.638
"AT2G11590",0.638
"AT5G18670",0.637
"AT3G54540",0.637
"AT5G14560",0.637
"AT1G16510",0.637
"AT4G12000",0.637
"AT5G01440",0.636
"AT1G21410",0.636
"AT5G14780",0.636
"AT4G35870",0.636
"AT5G44380",0.636
"AT3G29420",0.636
"AT3G28680",0.636
"AT5G49250",0.635
"AT5G49690",0.635
"AT3G48050",0.634
"AT1G48970",0.634
"AT3G30440",0.634
"AT2G07670",0.634
"ATMG00720",0.633
"AT1G16210",0.633
"AT3G60340",0.633
"AT5G15330",0.632
"AT1G64140",0.632
"AT4G24550",0.632
"AT2G31090",0.632
"AT1G31480",0.632
"AT4G35590",0.632
"AT4G40045",0.632
"AT3G29796",0.631
"AT2G04900",0.631
"AT5G51830",0.631
"AT1G75540",0.631
"AT3G60650",0.631
"AT3G61720",0.631
"AT4G17840",0.631
"AT5G53280",0.63
"AT4G38580",0.63
"AT2G10610",0.63
"AT1G77370",0.63
"AT3G04170",0.63
"AT1G21000",0.63
"AT3G62100",0.63
"AT5G39410",0.629
"AT3G02740",0.629
"AT2G16070",0.629
"AT2G04970",0.629
"AT4G12280",0.628
"AT2G15830",0.628
"AT2G34315",0.628
"AT1G27730",0.628
"AT2G40830",0.627
"AT1G75210",0.627
"AT4G39240",0.627
"AT4G13030",0.626
"AT2G32220",0.626
"AT2G38340",0.626
"AT5G10140",0.625
"AT5G44000",0.625
"AT2G36220",0.625
"AT4G02360",0.625
"AT1G35950",0.624
"AT4G12220",0.624
"AT2G22520",0.624
"AT5G39660",0.624
"AT5G01520",0.624
"AT4G33980",0.624
"AT3G60690",0.624
"AT1G62610",0.623
"AT2G16000",0.623
"AT1G55110",0.623
"AT5G58890",0.623
"AT3G10450",0.623
"AT4G03510",0.623
"AT1G35143",0.623
"AT2G13230",0.622
"AT2G01240",0.622
"AT1G04120",0.622
"AT1G29760",0.622
"AT3G16190",0.622
"AT5G24130",0.622
"AT3G56660",0.621
"AT5G22220",0.621
"AT1G24290",0.621
"AT3G54510",0.621
"AT5G01990",0.621
"AT1G22180",0.621
"AT3G01930",0.621
"AT3G14130",0.621
"AT4G02510",0.62
"AT4G13010",0.62
"AT4G19390",0.62
"AT1G48840",0.62
"AT2G10650",0.62
"AT1G47340",0.62
"AT5G51130",0.62
"AT5G28170",0.62
"AT2G07699",0.62
"AT3G58060",0.62
"AT5G06980",0.619
"AT5G66360",0.619
"AT4G21370",0.619
"AT5G03730",0.619
"AT2G26000",0.619
"AT3G03790",0.619
"AT1G24430",0.619
"AT4G02320",0.618
"AT3G03320",0.618
"AT1G10000",0.618
"AT1G64380",0.618
"AT2G21930",0.617
"AT3G43050",0.616
"AT5G54960",0.616
"AT3G12955",0.616
"AT1G80810",0.615
"AT1G70140",0.615
"AT1G64330",0.615
"AT5G04500",0.615
"AT4G36700",0.615
"AT2G11270",0.615
"AT5G11530",0.614
"AT1G36460",0.614
"AT2G02860",0.614
"AT3G11730",0.614
"AT2G37810",0.614
"AT4G26750",0.614
"AT2G35910",0.614
"AT1G41115",0.614
"AT5G51740",0.614
"AT5G51420",0.614
"AT1G50420",0.613
"AT3G60240",0.613
"AT1G01240",0.613
"AT4G38810",0.613
"AT4G01870",0.612
"AT3G33080",0.612
"AT2G45320",0.612
"AT1G76760",0.612
"AT4G18530",0.612
"AT1G63820",0.612
"AT4G30730",0.612
"AT2G25620",0.611
"AT4G09220",0.61
"AT5G52570",0.61
"AT3G10820",0.61
"AT1G22290",0.609
"AT1G67100",0.609
"AT5G48100",0.609
"AT4G12340",0.608
"AT2G07731",0.608
"AT3G45990",0.608
"AT1G62620",0.608
"AT5G04000",0.608
"AT5G22875",0.608
"AT3G53200",0.608
"AT4G01820",0.608
"AT2G44030",0.607
"AT3G62420",0.607
"AT5G10630",0.607
"AT1G31370",0.607
"AT4G34740",0.607
"ATMG01350",0.605
"AT2G27480",0.605
"AT4G13630",0.605
"AT5G11490",0.605
"AT2G19930",0.605
"AT3G14360",0.605
"AT4G01320",0.604
"AT3G50610",0.603
"AT3G12720",0.603
"AT2G18490",0.603
"AT1G09790",0.603
"AT3G11930",0.602
"AT5G65180",0.602
"AT2G29300",0.602
"AT2G47330",0.602
"AT3G12840",0.602
"AT3G02140",0.602
"AT5G16320",0.602
"AT3G30460",0.602
"AT1G19230",0.602
"AT2G42790",0.602
"AT5G40970",0.602
"AT1G55220",0.602
"AT2G38480",0.601
"AT1G33640",0.601
"AT2G01029",0.601
"AT2G26920",0.601
"AT5G42190",0.601
"AT1G08570",0.601
"AT3G22490",0.601
"AT5G56100",0.6
"AT4G29820",0.6
"AT2G19350",0.6
"AT3G08020",0.6
"AT2G29980",0.6
"AT1G80570",0.6
"AT4G14360",0.6
"AT1G17430",0.6
"AT1G12010",0.6
"AT5G05220",0.6
"AT4G21860",0.599
"AT4G29200",0.599
"AT5G13560",0.599
"AT4G11800",0.599
"AT1G54100",0.599
"AT1G16940",0.599
"AT3G14075",0.599
"AT5G45190",0.599
"AT2G07682",0.599
"AT1G56070",0.598
"AT1G32390",0.598
"AT2G02440",0.598
"AT4G30790",0.597
"AT2G37360",0.597
"AT2G42450",0.597
"AT5G23850",0.597
"AT3G21430",0.597
"AT3G51510",0.597
"AT2G43950",0.597
"AT5G63560",0.597
"AT3G55560",0.597
"AT1G32380",0.597
"AT1G59550",0.597
"AT1G80590",0.596
"AT3G15780",0.596
"AT2G36670",0.596
"AT3G50250",0.596
"AT3G09600",0.596
"AT1G66770",0.596
"AT4G26120",0.595
"AT4G03630",0.595
"AT1G66720",0.595
"AT3G62880",0.594
"AT5G16970",0.594
"AT1G34090",0.594
"AT4G31160",0.594
"AT1G61140",0.594
"AT3G02260",0.594
"AT4G27130",0.593
"AT5G01310",0.593
"AT3G50720",0.593
"AT2G20230",0.593
"AT4G15415",0.593
"AT3G18030",0.593
"AT5G51760",0.593
"AT5G65100",0.593
"AT1G17580",0.593
"AT5G10940",0.593
"AT1G36260",0.592
"AT5G54350",0.592
"AT1G54710",0.592
"AT5G03210",0.591
"AT3G10810",0.591
"AT3G29810",0.591
"AT1G01250",0.591
"AT5G36090",0.59
"AT3G27870",0.59
"AT2G28400",0.59
"AT1G60720",0.59
"AT2G44200",0.589
"AT5G62800",0.589
"AT4G07970",0.589
"AT4G23040",0.589
"AT2G07768",0.589
"AT2G40460",0.589
"AT3G29090",0.588
"AT3G54570",0.588
"AT4G35240",0.587
"AT5G65070",0.587
"AT3G07680",0.587
"AT5G52430",0.587
"AT5G44080",0.587
"AT4G28550",0.587
"AT5G05150",0.586
"AT2G13550",0.586
"AT5G13170",0.586
"AT1G74370",0.586
"AT1G03140",0.586
"AT4G23910",0.586
"AT5G03660",0.586
"AT2G04760",0.586
"AT2G41070",0.586
"AT1G08370",0.586
"AT1G47550",0.585
"AT1G24490",0.585
"AT4G10750",0.585
"AT4G04430",0.585
"AT5G59210",0.585
"AT4G22920",0.585
"AT3G12400",0.585
"AT4G19320",0.585
"AT4G01290",0.585
"AT5G43800",0.585
"AT5G58410",0.585
"AT5G49750",0.585
"AT1G17150",0.584
"AT4G28760",0.584
"AT2G07000",0.584
"AT1G08990",0.584
"AT3G51200",0.584
"AT1G63730",0.584
"AT5G04520",0.583
"AT4G15460",0.583
"AT1G73010",0.583
"AT1G43160",0.583
"AT1G64180",0.582
"AT5G19150",0.582
"AT5G64500",0.582
"AT3G07790",0.582
"AT3G29270",0.582
"AT2G10880",0.581
"AT1G63770",0.581
"AT2G21240",0.581
"AT1G72600",0.581
"AT5G65550",0.581
"AT3G42220",0.581
"AT1G32870",0.58
"AT2G31990",0.58
"AT3G46920",0.58
"AT1G04000",0.58
"AT4G05570",0.58
"AT2G11180",0.58
"AT5G38400",0.58
"AT2G07705",0.579
"AT5G39510",0.579
"AT5G64230",0.579
"AT1G55600",0.579
"AT5G59800",0.579
"AT2G10640",0.579
"AT1G55630",0.579
"AT5G44670",0.579
"AT5G21040",0.578
"AT4G02690",0.578
"AT1G69340",0.578
"AT1G02160",0.578
"AT2G22010",0.578
"AT1G43650",0.578
"AT3G30210",0.577
"AT2G35900",0.577
"AT1G14580",0.577
"AT1G41820",0.577
"AT5G08270",0.577
"AT5G22820",0.577
"AT5G65830",0.577
"AT2G40370",0.576
"AT3G18270",0.576
"AT5G53220",0.576
"AT2G29940",0.576
"AT1G22420",0.576
"AT5G66090",0.576
"AT1G41750",0.576
"AT5G61640",0.576
"AT5G66730",0.576
"AT4G39780",0.576
"AT1G02680",0.576
"AT5G26040",0.576
"AT1G04330",0.576
"AT5G50580",0.575
"AT1G70080",0.575
"AT4G14190",0.575
"AT5G50790",0.575
"AT1G14660",0.575
"AT2G06820",0.575
"AT5G37280",0.575
"AT4G28020",0.575
"AT3G06290",0.574
"AT2G07697",0.574
"AT3G49950",0.574
"AT1G17090",0.574
"AT2G06160",0.574
"AT1G32680",0.574
"AT3G60290",0.574
"AT1G61780",0.574
"AT2G22440",0.573
"AT4G24110",0.573
"AT2G40770",0.573
"AT5G40470",0.573
"AT3G20140",0.573
"AT5G07010",0.572
"AT1G17870",0.572
"AT1G27910",0.572
"AT2G41230",0.572
"AT2G07420",0.572
"AT3G03310",0.571
"AT4G29950",0.571
"AT4G16250",0.571
"AT1G42360",0.571
"AT4G01380",0.571
"AT4G19250",0.571
"AT2G03030",0.571
"AT5G24480",0.57
"AT1G60940",0.57
"AT4G17060",0.57
"AT5G39430",0.57
"AT2G07666",0.57
"AT4G22700",0.569
"AT5G35240",0.569
"AT2G01740",0.569
"AT5G12980",0.569
"AT2G18370",0.569
"AT3G58550",0.569
"AT1G64000",0.569
"AT1G69430",0.569
"AT3G22340",0.568
"AT4G22650",0.568
"AT2G33740",0.568
"ATMG00870",0.568
"AT1G73730",0.568
"AT1G57640",0.568
"AT2G38820",0.567
"AT3G63040",0.567
"AT3G27590",0.567
"AT2G17590",0.567
"AT1G07460",0.567
"AT1G37160",0.566
"AT2G07737",0.566
"AT2G35540",0.566
"AT3G14710",0.566
"AT2G18480",0.566
"AT1G48120",0.566
"AT2G18070",0.566
"AT4G28460",0.566
"AT1G26665",0.565
"AT1G15330",0.565
"AT1G20830",0.565
"AT1G36270",0.565
"AT2G27050",0.565
"AT2G15695",0.565
"AT2G47350",0.565
"AT4G35510",0.565
"AT4G11140",0.565
"AT1G27960",0.565
"AT5G07050",0.564
"AT2G01400",0.564
"AT5G62200",0.564
"AT3G15740",0.564
"AT5G06370",0.564
"AT4G07890",0.564
"AT1G28080",0.564
"AT2G34960",0.563
"AT1G36070",0.563
"AT2G46020",0.563
"AT3G04180",0.563
"AT5G08490",0.563
"AT4G02350",0.563
"AT5G06440",0.563
"AT5G28300",0.563
"AT5G25520",0.563
"AT1G49390",0.562
"AT2G40950",0.562
"AT2G15260",0.562
"AT5G49680",0.562
"AT4G34430",0.562
"AT5G04470",0.561
"AT2G04060",0.561
"AT5G10900",0.561
"AT3G08720",0.561
"AT1G04070",0.561
"AT4G18410",0.561
"AT5G01160",0.56
"AT3G16740",0.56
"AT5G47400",0.56
"AT3G09850",0.56
"AT4G32770",0.56
"AT4G35480",0.56
"AT1G44980",0.56
"AT3G56280",0.56
"AT2G03340",0.56
"AT3G09360",0.56
"AT2G05870",0.56
"AT1G04625",0.559
"AT4G11220",0.559
"AT1G77800",0.559
"AT2G07727",0.559
"AT3G15440",0.559
"AT5G04310",0.559
"AT2G23290",0.559
"AT3G26380",0.559
"AT2G05350",0.559
"ATCG00440",0.559
"AT4G10660",0.558
"AT4G38980",0.558
"AT5G45630",0.558
"AT3G08690",0.558
"AT3G03240",0.557
"AT4G14460",0.557
"AT3G46860",0.557
"AT1G76590",0.557
"AT4G05240",0.557
"AT1G35150",0.557
"AT2G36350",0.557
"AT3G30250",0.556
"AT2G23120",0.556
"AT1G77860",0.556
"AT2G36270",0.556
