"tair_id","r_value"
"AT1G08630",0.763
"AT4G10750",0.762
"AT5G07500",0.762
"AT1G62610",0.762
"AT1G14760",0.762
"AT1G60030",0.761
"AT5G41040",0.761
"AT1G63300",0.761
"AT4G39240",0.761
"AT2G23510",0.761
"AT3G44460",0.76
"AT1G78500",0.76
"AT3G21560",0.76
"AT3G27660",0.76
"AT5G66100",0.76
"AT4G33280",0.759
"AT4G02360",0.759
"AT5G09530",0.759
"AT5G09480",0.758
"AT5G18840",0.757
"AT5G54930",0.757
"AT5G58660",0.756
"AT1G53100",0.756
"AT3G21800",0.756
"AT1G16590",0.755
"AT1G61240",0.755
"AT1G19230",0.755
"AT1G77850",0.755
"AT3G20210",0.754
"AT1G04380",0.754
"AT5G39130",0.754
"AT4G27170",0.754
"AT5G64190",0.753
"AT5G55370",0.753
"AT2G26070",0.752
"AT1G04260",0.752
"AT3G53370",0.752
"AT5G23190",0.751
"AT1G70140",0.749
"AT1G77240",0.749
"AT3G02610",0.749
"AT2G23260",0.748
"AT1G27330",0.747
"AT5G24380",0.747
"AT2G41070",0.747
"AT3G26440",0.747
"AT3G46220",0.747
"AT4G37520",0.746
"AT4G39800",0.746
"AT3G49380",0.746
"AT2G28490",0.746
"AT2G02080",0.746
"AT1G12550",0.745
"AT5G20940",0.745
"AT1G04310",0.745
"AT2G24430",0.744
"AT5G63260",0.744
"AT3G02940",0.744
"AT3G27785",0.744
"AT1G17100",0.743
"AT4G25980",0.743
"AT5G52230",0.742
"AT3G58740",0.742
"AT2G37260",0.742
"AT1G68510",0.741
"AT1G31470",0.741
"AT3G24650",0.74
"AT4G26740",0.74
"AT3G60680",0.74
"AT1G01225",0.74
"AT5G24910",0.739
"AT3G24220",0.739
"AT5G10140",0.738
"AT1G19900",0.738
"AT4G09820",0.738
"AT1G10540",0.738
"AT3G22400",0.737
"AT1G56170",0.737
"AT5G03140",0.737
"AT5G08430",0.736
"AT5G45320",0.736
"AT4G38000",0.735
"AT5G25470",0.735
"AT1G28030",0.735
"AT2G23120",0.734
"AT2G37460",0.734
"AT1G53270",0.734
"AT2G29980",0.734
"AT4G40040",0.734
"AT3G50620",0.734
"AT5G47020",0.734
"AT2G06720",0.734
"AT5G59170",0.733
"AT5G09310",0.733
"AT5G47060",0.733
"AT1G66460",0.733
"AT3G60220",0.733
"AT5G57400",0.732
"AT3G22070",0.732
"AT3G14780",0.731
"AT4G17215",0.731
"AT3G12670",0.731
"AT1G03890",0.731
"AT4G03050",0.731
"AT1G13570",0.73
"AT3G62690",0.73
"AT1G48050",0.729
"AT3G22640",0.729
"AT1G25530",0.729
"AT5G19410",0.729
"AT3G30290",0.729
"AT1G71890",0.728
"AT5G59800",0.728
"AT5G39890",0.728
"AT1G05160",0.728
"AT2G41290",0.728
"AT1G22990",0.728
"AT5G17800",0.727
"AT4G01970",0.727
"AT4G26220",0.727
"AT1G15150",0.726
"AT1G54860",0.726
"AT5G65590",0.724
"AT2G04520",0.724
"AT1G48130",0.724
"AT5G08460",0.724
"AT5G50600",0.724
"AT3G14630",0.724
"AT5G40970",0.724
"AT1G64000",0.724
"AT1G25410",0.724
"AT5G07260",0.723
"AT2G43710",0.723
"AT3G56850",0.722
"AT1G71250",0.721
"AT1G65670",0.72
"AT1G48470",0.719
"AT5G64780",0.719
"AT5G08360",0.719
"AT1G62040",0.719
"AT3G54320",0.718
"AT1G23200",0.718
"AT1G79330",0.718
"AT5G49190",0.718
"AT4G34250",0.718
"AT5G17190",0.718
"AT5G40190",0.717
"AT1G06010",0.717
"AT1G13740",0.717
"AT5G60680",0.717
"AT2G22510",0.717
"AT5G22810",0.717
"AT5G14620",0.716
"AT4G38080",0.716
"AT1G18100",0.715
"AT1G04220",0.715
"AT5G13790",0.715
"AT3G29260",0.715
"AT5G43860",0.715
"AT4G32870",0.714
"AT5G65710",0.713
"AT4G21860",0.713
"AT1G28590",0.712
"AT5G41560",0.712
"AT1G61720",0.712
"AT2G31090",0.712
"AT2G01770",0.712
"AT3G16190",0.712
"AT5G55250",0.712
"AT2G25720",0.712
"AT3G54320",0.712
"AT3G10810",0.711
"AT1G33260",0.711
"AT2G23190",0.71
"AT3G25160",0.71
"AT2G25520",0.709
"AT5G40230",0.709
"AT2G18360",0.709
"AT2G35585",0.709
"AT2G41390",0.709
"AT3G09910",0.708
"AT2G37360",0.708
"AT2G30470",0.708
"AT1G79840",0.707
"AT1G52880",0.707
"AT2G18590",0.707
"AT5G24900",0.706
"AT1G62070",0.706
"AT1G04560",0.706
"AT4G05050",0.705
"AT4G33600",0.705
"AT5G42810",0.705
"AT4G28370",0.704
"AT3G60900",0.703
"AT2G16070",0.703
"AT3G04200",0.703
"AT4G11980",0.702
"AT4G13840",0.701
"AT1G27040",0.701
"AT1G07420",0.7
"AT3G29170",0.7
"AT3G02590",0.7
"AT1G20870",0.699
"AT4G00320",0.699
"AT1G72830",0.699
"AT3G18270",0.698
"AT1G16610",0.698
"AT1G17810",0.698
"AT1G63240",0.698
"AT3G18030",0.697
"AT1G73680",0.697
"AT5G04380",0.697
"AT3G22845",0.697
"AT2G47850",0.696
"AT1G73000",0.696
"AT2G05910",0.695
"AT2G18540",0.695
"AT1G01230",0.694
"AT2G44260",0.693
"AT2G22270",0.693
"AT2G13160",0.693
"AT3G11180",0.693
"AT2G48140",0.693
"AT5G51480",0.693
"AT3G04180",0.693
"AT5G57920",0.693
"AT1G54955",0.692
"AT5G54740",0.692
"AT2G01430",0.692
"AT4G28365",0.692
"AT3G52970",0.692
"AT4G15380",0.691
"AT3G18570",0.691
"AT3G10590",0.69
"AT1G74280",0.69
"AT5G03200",0.69
"AT3G30280",0.69
"AT4G09030",0.69
"AT5G48180",0.69
"AT2G02120",0.689
"AT2G47350",0.689
"AT5G07680",0.689
"AT2G38905",0.689
"AT3G61880",0.688
"AT5G47670",0.688
"AT3G54940",0.688
"AT4G31830",0.688
"AT1G73190",0.688
"AT1G49960",0.688
"AT1G68850",0.687
"AT1G31290",0.687
"AT2G25540",0.687
"AT4G00238",0.687
"AT5G07990",0.686
"AT4G14840",0.686
"AT3G19500",0.686
"AT4G02050",0.685
"AT3G14720",0.685
"AT1G13830",0.685
"AT5G10980",0.685
"AT4G16500",0.685
"AT3G11800",0.685
"AT4G20400",0.685
"AT3G15510",0.685
"AT2G20160",0.684
"AT5G27650",0.684
"AT1G11070",0.684
"AT3G21620",0.683
"AT1G25270",0.683
"AT2G27040",0.682
"AT5G18270",0.682
"AT3G01890",0.682
"AT4G14900",0.681
"AT5G49990",0.681
"AT2G15010",0.681
"AT2G46130",0.681
"AT3G62100",0.681
"AT5G24950",0.681
"AT1G62710",0.68
"AT3G21840",0.68
"AT1G14490",0.68
"AT4G29140",0.679
"AT5G39130",0.679
"AT4G38740",0.679
"AT4G27450",0.678
"AT5G14420",0.678
"AT5G58070",0.677
"AT3G04150",0.677
"AT1G70670",0.677
"AT2G45870",0.677
"AT2G21770",0.676
"AT1G22770",0.676
"AT5G14500",0.676
"AT3G05500",0.676
"AT3G62920",0.676
"AT3G14950",0.676
"AT1G56320",0.676
"AT3G53510",0.676
"AT1G71120",0.675
"AT4G16160",0.675
"AT2G28240",0.675
"AT1G63820",0.674
"AT5G38180",0.674
"AT2G30300",0.674
"AT1G79960",0.674
"AT5G62090",0.673
"AT1G71691",0.673
"AT2G14320",0.673
"AT3G27200",0.673
"AT5G49180",0.673
"AT5G57390",0.673
"AT4G09490",0.673
"AT5G23460",0.673
"AT1G14950",0.672
"AT1G51000",0.672
"AT4G29120",0.672
"AT1G80160",0.672
"AT3G24250",0.672
"AT2G43310",0.672
"AT1G53690",0.67
"AT4G27540",0.67
"AT3G60730",0.67
"AT2G34790",0.67
"AT5G20860",0.67
"AT1G73430",0.669
"AT1G50590",0.669
"AT5G52330",0.669
"AT1G04330",0.669
"AT1G55550",0.669
"AT5G59210",0.669
"AT2G44470",0.668
"AT2G41990",0.668
"AT5G23610",0.668
"AT1G72220",0.668
"AT1G54100",0.668
"AT3G07970",0.667
"AT5G62620",0.667
"AT2G46530",0.667
"AT5G58730",0.667
"AT4G24040",0.667
"AT3G04170",0.667
"AT1G26680",0.667
"AT1G54160",0.667
"AT5G01300",0.666
"AT5G49320",0.666
"AT3G04370",0.666
"AT5G15240",0.666
"AT2G47120",0.666
"AT1G05450",0.665
"AT2G35290",0.665
"AT5G12980",0.665
"AT1G69430",0.665
"AT1G71690",0.665
"AT1G15710",0.664
"AT5G17680",0.664
"AT1G04230",0.664
"AT5G46230",0.664
"AT5G13670",0.664
"AT2G38180",0.663
"AT5G58930",0.663
"AT5G25900",0.663
"AT5G55360",0.663
"AT4G13730",0.662
"AT4G35725",0.662
"AT1G15960",0.661
"AT1G28300",0.661
"AT4G18650",0.661
"AT2G01190",0.661
"AT5G27200",0.661
"AT5G24590",0.661
"AT2G07773",0.661
"AT3G22900",0.66
"AT4G35870",0.66
"AT5G54640",0.66
"AT1G21970",0.66
"AT5G45830",0.659
"AT5G11230",0.659
"AT1G05340",0.659
"AT4G05110",0.659
"AT3G17130",0.658
"AT2G38890",0.658
"AT2G34315",0.658
"AT4G27250",0.658
"AT5G01990",0.657
"AT5G41580",0.657
"AT5G17730",0.657
"AT5G12460",0.657
"AT4G30470",0.656
"AT2G23580",0.656
"AT4G13990",0.656
"AT3G19000",0.656
"AT3G13640",0.656
"AT1G17430",0.656
"ATMG01290",0.656
"AT1G31670",0.656
"AT3G02875",0.655
"AT2G18780",0.655
"AT3G59900",0.655
"AT2G27360",0.655
"AT5G64500",0.655
"AT1G03270",0.654
"AT4G16620",0.654
"AT1G11360",0.654
"AT1G30935",0.654
"AT5G51830",0.654
"AT3G19240",0.653
"AT2G43060",0.653
"AT1G34580",0.653
"AT1G76230",0.653
"AT1G72580",0.652
"AT5G25820",0.652
"AT1G01725",0.652
"AT3G44100",0.652
"AT2G21490",0.652
"AT1G05510",0.652
"AT2G43670",0.652
"AT1G31930",0.652
"AT2G45950",0.652
"AT1G19200",0.651
"AT1G52630",0.651
"AT3G09850",0.651
"AT2G27940",0.651
"AT1G08370",0.651
"AT5G62260",0.65
"AT3G11730",0.65
"AT1G70300",0.65
"AT1G27960",0.649
"AT1G69860",0.649
"AT5G56540",0.649
"AT1G21400",0.649
"AT3G46860",0.649
"AT1G04030",0.649
"AT4G14980",0.648
"AT4G22400",0.648
"AT4G39780",0.648
"AT1G18190",0.648
"AT3G20140",0.648
"AT3G11640",0.648
"AT4G28320",0.648
"AT4G29570",0.648
"AT3G14020",0.647
"AT3G21310",0.647
"AT2G27240",0.647
"AT3G21850",0.647
"AT1G15720",0.646
"AT4G01810",0.646
"AT5G11390",0.646
"AT5G58540",0.646
"AT4G31590",0.646
"AT4G39650",0.645
"AT1G71130",0.645
"AT3G08690",0.645
"AT3G48410",0.645
"AT1G48930",0.644
"AT5G17310",0.644
"AT3G60640",0.643
"AT2G01820",0.643
"AT1G22430",0.643
"AT5G39410",0.643
"AT3G24340",0.643
"AT1G69410",0.643
"AT1G27461",0.643
"AT3G54270",0.642
"AT5G24400",0.642
"AT3G52850",0.642
"AT2G21510",0.642
"AT2G32190",0.642
"AT3G18400",0.642
"AT4G10850",0.642
"AT1G54840",0.641
"AT4G04840",0.641
"AT4G36610",0.64
"AT2G23550",0.64
"AT1G70985",0.64
"AT1G06740",0.64
"AT4G21050",0.64
"AT4G15750",0.64
"AT3G47640",0.64
"AT3G60340",0.64
"AT3G29300",0.64
"AT4G24550",0.64
"AT1G28640",0.64
"AT3G62140",0.64
"AT2G34850",0.639
"AT2G38380",0.639
"AT5G58500",0.638
"AT4G29240",0.638
"AT1G71950",0.638
"AT1G47550",0.638
"AT5G53100",0.638
"AT2G41550",0.638
"AT3G32200",0.638
"AT2G23540",0.638
"AT5G39220",0.638
"AT5G41340",0.637
"AT2G02470",0.637
"AT5G04470",0.637
"AT5G63700",0.637
"AT3G01420",0.636
"AT3G09140",0.636
"AT3G48580",0.636
"AT3G15990",0.635
"AT4G30400",0.635
"AT2G41340",0.635
"AT3G21830",0.635
"AT5G66660",0.635
"AT4G23070",0.635
"AT1G16810",0.635
"AT1G32260",0.634
"AT3G30510",0.634
"AT4G23930",0.634
"AT1G04100",0.634
"AT1G35625",0.633
"AT3G14760",0.633
"AT4G34500",0.633
"AT3G06390",0.632
"AT5G66090",0.632
"AT1G33055",0.632
"AT2G33520",0.632
"AT1G01900",0.632
"AT3G26950",0.632
"AT1G65980",0.631
"AT3G03330",0.631
"AT5G16770",0.631
"AT2G44080",0.631
"AT3G30460",0.631
"AT3G27320",0.631
"AT1G56580",0.631
"AT5G24130",0.631
"AT1G18940",0.63
"AT5G22470",0.63
"AT4G27460",0.63
"AT1G21950",0.63
"AT2G19350",0.63
"AT4G33560",0.63
"AT1G02310",0.629
"AT1G29680",0.629
"AT1G02590",0.629
"AT2G06390",0.629
"AT2G19320",0.629
"AT5G42990",0.629
"AT5G10220",0.628
"AT1G78840",0.628
"AT4G16330",0.628
"AT4G20480",0.628
"AT2G25620",0.628
"AT4G29580",0.628
"AT1G68920",0.627
"AT5G15120",0.627
"AT1G08990",0.627
"AT3G12720",0.627
"AT3G15480",0.627
"AT5G20880",0.626
"AT2G30500",0.626
"AT1G06230",0.626
"AT4G15870",0.626
"AT1G19730",0.626
"AT1G69295",0.626
"AT4G15400",0.625
"AT1G01840",0.625
"AT5G49820",0.625
"AT3G52370",0.625
"AT1G56100",0.625
"AT4G28330",0.624
"AT5G02280",0.624
"AT2G45320",0.624
"AT3G12203",0.624
"AT1G71910",0.624
"AT1G71695",0.623
"AT5G42690",0.623
"AT4G10020",0.623
"AT1G30840",0.623
"AT4G33800",0.622
"AT4G34320",0.622
"AT4G18910",0.622
"AT1G65380",0.622
"AT5G45690",0.622
"AT1G56070",0.622
"AT5G54855",0.621
"AT5G40960",0.621
"AT4G12700",0.621
"AT5G47390",0.621
"AT3G03530",0.621
"AT3G12320",0.621
"AT2G27260",0.621
"AT4G11180",0.621
"AT2G16595",0.621
"AT1G08970",0.621
"AT4G31900",0.62
"AT3G44830",0.62
"AT4G36190",0.62
"AT1G32560",0.62
"AT3G12800",0.62
"AT1G53770",0.62
"AT2G43780",0.619
"AT1G75730",0.619
"AT1G49810",0.619
"AT4G17280",0.619
"AT3G14070",0.619
"AT5G45980",0.618
"AT1G02160",0.618
"AT2G04900",0.618
"AT1G29160",0.618
"AT1G17830",0.617
"AT3G08860",0.617
"AT4G03510",0.617
"AT5G05480",0.617
"AT5G07920",0.617
"AT5G01670",0.617
"AT3G29190",0.617
"AT1G21700",0.616
"AT1G73410",0.616
"AT3G29630",0.616
"AT5G56150",0.616
"AT2G44690",0.616
"AT1G08650",0.616
"AT1G75760",0.615
"AT2G48010",0.615
"AT3G25110",0.615
"AT2G46670",0.615
"AT5G56510",0.615
"AT3G24506",0.615
"AT3G10730",0.614
"AT2G43390",0.614
"AT4G35590",0.614
"AT1G09960",0.614
"AT4G36360",0.613
"AT2G32710",0.613
"AT5G59100",0.613
"AT2G46950",0.613
"AT1G77120",0.613
"AT4G21020",0.613
"AT1G15340",0.612
"AT5G45190",0.612
"AT1G52690",0.612
"AT1G03140",0.611
"AT5G64230",0.611
"AT1G17790",0.611
"AT5G08570",0.611
"AT2G18370",0.611
"AT2G18550",0.611
"AT3G02190",0.611
"AT3G49950",0.611
"AT4G13030",0.611
"AT4G38050",0.61
"AT1G36990",0.61
"AT2G42430",0.61
"AT2G38710",0.61
"AT3G57080",0.61
"AT4G18870",0.61
"AT5G01310",0.609
"AT1G28650",0.609
"AT5G07830",0.609
"AT5G63030",0.609
"AT4G29070",0.609
"AT5G13360",0.609
"AT5G03970",0.609
"AT3G06170",0.608
"AT5G44700",0.608
"AT3G61980",0.608
"AT2G28390",0.608
"AT4G10330",0.608
"AT3G54200",0.608
"AT1G62340",0.608
"AT1G04070",0.607
"AT3G15260",0.607
"AT4G20140",0.607
"AT5G62640",0.607
"AT5G41610",0.607
"AT3G03270",0.606
"AT1G67420",0.605
"AT5G36680",0.605
"AT3G17520",0.605
"AT1G28170",0.605
"AT3G21720",0.605
"AT4G22850",0.605
"AT1G69820",0.604
"AT2G23090",0.604
"AT3G21860",0.604
"AT4G26700",0.604
"AT1G73220",0.604
"AT5G65080",0.604
"AT4G26460",0.604
"AT5G27230",0.604
"AT1G53170",0.603
"AT5G47870",0.603
"AT5G55240",0.603
"AT5G43980",0.603
"AT2G18240",0.603
"AT2G15325",0.603
"AT1G28470",0.602
"AT1G11910",0.602
"AT5G01075",0.602
"AT2G26920",0.602
"AT1G63210",0.602
"AT3G06360",0.601
"AT1G79320",0.601
"AT5G50790",0.601
"AT5G13560",0.601
"AT4G01430",0.601
"AT1G09420",0.6
"AT4G37130",0.6
"AT1G02850",0.6
"AT5G11490",0.6
"AT1G72480",0.599
"AT2G43050",0.599
"AT1G24210",0.599
"AT4G22430",0.599
"AT3G09180",0.599
"AT4G10270",0.599
"AT1G24735",0.599
"AT5G63520",0.599
"AT3G10340",0.599
"AT2G21820",0.599
"AT1G13590",0.599
"AT3G56580",0.599
"AT2G29370",0.599
"AT3G10780",0.598
"AT1G75210",0.598
"AT1G11590",0.598
"AT1G04920",0.598
"AT3G62090",0.598
"AT3G15670",0.598
"AT4G12960",0.598
"AT1G69260",0.597
"AT1G04360",0.597
"AT1G68450",0.597
"AT3G56880",0.597
"AT2G34250",0.597
"AT5G49000",0.597
"AT3G52610",0.597
"AT4G34540",0.597
"AT5G64530",0.596
"AT1G18260",0.596
"AT5G09300",0.596
"AT5G09740",0.596
"AT4G27780",0.596
"AT5G20430",0.596
"AT2G42150",0.596
"AT5G37730",0.595
"AT5G62490",0.595
"AT4G18300",0.595
"AT5G63760",0.595
"AT5G41220",0.595
"AT3G20910",0.594
"AT5G20790",0.594
"AT5G63750",0.594
"AT1G29330",0.594
"AT2G23640",0.594
"AT2G36640",0.594
"AT1G27990",0.594
"AT2G42830",0.594
"AT5G50460",0.593
"AT5G15330",0.593
"AT5G14540",0.593
"AT5G45770",0.593
"AT2G01550",0.593
"AT5G22220",0.593
"AT1G07080",0.593
"AT3G58550",0.592
"AT4G26750",0.592
"AT5G47530",0.592
"AT3G11050",0.592
"AT1G06780",0.591
"AT3G26330",0.591
"AT1G04830",0.591
"AT5G50360",0.59
"AT3G08900",0.59
"AT1G31150",0.59
"AT5G28300",0.59
"AT3G52420",0.59
"AT5G13600",0.59
"AT3G51940",0.59
"AT1G43890",0.59
"AT1G57540",0.589
"AT5G45370",0.589
"AT1G65880",0.589
"AT5G49350",0.589
"AT3G56350",0.589
"AT3G05020",0.589
"AT4G38500",0.589
"AT3G60240",0.589
"AT4G08530",0.589
"AT2G07716",0.588
"AT5G66780",0.588
"AT5G05870",0.588
"AT4G24430",0.588
"AT1G24430",0.588
"AT3G18490",0.587
"AT5G63560",0.587
"AT4G27420",0.587
"AT4G35150",0.587
"AT2G05580",0.587
"AT5G07330",0.587
"AT3G51750",0.587
"AT2G37120",0.586
"AT5G15180",0.586
"AT2G48130",0.586
"AT2G40460",0.586
"AT2G46750",0.586
"AT2G25890",0.586
"AT3G50990",0.586
"AT2G22840",0.586
"AT1G52740",0.585
"AT4G21680",0.585
"AT3G02480",0.585
"AT3G48510",0.585
"AT5G41800",0.585
"AT4G25750",0.585
"AT2G19270",0.585
"AT3G61930",0.584
"AT4G03320",0.584
"AT5G54530",0.584
"AT1G50650",0.584
"AT1G23550",0.583
"AT5G01200",0.583
"AT1G77940",0.583
"AT5G65830",0.583
"AT3G09690",0.583
"AT2G47770",0.583
"AT1G23050",0.583
"AT4G34040",0.583
"AT1G31480",0.582
"AT1G55630",0.582
"AT2G38880",0.582
"AT1G73020",0.582
"AT5G49250",0.582
"AT4G01410",0.582
"AT1G77520",0.582
"AT3G56660",0.582
"AT1G26870",0.582
"AT2G13290",0.582
"AT1G55970",0.582
"AT2G31945",0.582
"AT5G63640",0.581
"AT1G54870",0.581
"AT2G20170",0.581
"AT5G57860",0.581
"AT3G28155",0.581
"AT1G62510",0.581
"AT5G66400",0.581
"AT2G19900",0.581
"AT1G32750",0.58
"AT1G47240",0.58
"AT3G51620",0.579
"AT3G02580",0.579
"AT2G20370",0.579
"AT1G17510",0.579
"AT2G07673",0.579
"AT1G02816",0.579
"AT5G11090",0.579
"AT3G50980",0.579
"AT4G36380",0.578
"AT5G08500",0.578
"ATMG00080",0.578
"AT4G03930",0.578
"AT1G21380",0.578
"AT3G26990",0.578
"AT2G07812",0.578
"AT2G36960",0.577
"AT5G60630",0.577
"AT1G09370",0.577
"AT5G42190",0.577
"AT5G04530",0.577
"AT5G06760",0.577
"AT3G28670",0.577
"AT5G62150",0.576
"AT5G44080",0.576
"AT3G60650",0.576
"AT3G26380",0.576
"AT4G38410",0.576
"AT1G17130",0.576
"AT2G03040",0.576
"AT1G24706",0.575
"AT3G12490",0.575
"AT5G42780",0.575
"AT1G27300",0.575
"AT3G44820",0.575
"AT2G24170",0.574
"AT3G61900",0.574
"AT1G30640",0.574
"AT1G36540",0.574
"AT1G48760",0.574
"AT4G04460",0.574
"AT4G30590",0.573
"AT4G27550",0.573
"AT5G09520",0.573
"AT1G66410",0.573
"AT2G28290",0.573
"AT1G52380",0.572
"AT4G17660",0.572
"AT2G28130",0.572
"AT5G65170",0.572
"AT2G14060",0.571
"AT1G75440",0.571
"AT2G40330",0.571
"ATMG01240",0.571
"AT3G03320",0.571
"AT2G31990",0.571
"AT4G31760",0.57
"AT4G24660",0.57
"AT3G01070",0.57
"AT1G11720",0.57
"AT3G05260",0.57
"AT5G60760",0.57
"AT1G53950",0.57
"AT3G52770",0.57
"AT5G54020",0.57
"AT4G29840",0.57
"AT2G46270",0.569
"AT4G37950",0.569
"AT2G44200",0.569
"AT5G03280",0.569
"AT2G05230",0.569
"AT1G72200",0.569
"AT5G57550",0.569
"AT3G18310",0.569
"AT2G46020",0.569
"AT1G61440",0.569
"AT3G52550",0.569
"AT2G42560",0.569
"AT2G24010",0.568
"AT2G18630",0.568
"AT2G46550",0.568
"AT3G07760",0.568
"AT5G42060",0.568
"AT4G18425",0.568
"AT5G65140",0.568
"AT4G16610",0.568
"AT3G12920",0.567
"AT3G49650",0.567
"AT4G34630",0.567
"AT1G73980",0.567
"AT2G40830",0.567
"AT2G05630",0.567
"AT3G03490",0.567
"AT1G22170",0.567
"AT2G32220",0.567
"AT3G12960",0.566
"AT3G53990",0.566
"AT1G79460",0.566
"AT3G45130",0.566
"AT5G16380",0.566
"AT3G53410",0.565
"AT2G18640",0.565
"AT5G50480",0.565
"AT5G56480",0.565
"AT1G62500",0.564
"AT1G80090",0.564
"AT1G73290",0.564
"AT5G03415",0.564
"AT2G35900",0.564
"AT4G28190",0.564
"AT5G58020",0.564
"AT4G09600",0.564
"AT2G25690",0.564
"AT5G66360",0.563
"AT4G34430",0.563
"AT5G20300",0.563
"AT5G18220",0.563
"AT1G02700",0.563
"AT5G17960",0.563
"AT3G17310",0.562
"AT3G05520",0.562
"AT1G76900",0.562
"AT3G56870",0.562
"AT2G07664",0.562
"AT3G54510",0.561
"AT4G16640",0.561
"AT5G27460",0.561
"AT4G38570",0.561
"AT1G75490",0.561
"AT1G47610",0.561
"AT4G17160",0.561
"AT2G17650",0.561
"AT3G44540",0.561
"AT3G22680",0.561
"AT5G04240",0.56
"AT5G52580",0.56
"AT2G37970",0.56
"AT5G57610",0.56
"AT1G16490",0.56
"AT1G17310",0.56
"AT2G22520",0.56
"AT2G25920",0.56
"AT4G15460",0.56
"AT5G07000",0.559
"AT2G24580",0.559
"AT1G51640",0.559
"AT1G77280",0.558
"AT2G43190",0.558
"AT2G47200",0.558
"AT1G80940",0.558
"AT5G65540",0.558
"AT1G32610",0.558
"AT1G24540",0.557
"AT1G62210",0.557
"AT2G22240",0.557
"AT5G01500",0.557
