"tair_id","r_value"
"AT4G02210",0.614
"AT5G52570",0.614
"AT1G30135",0.614
"AT1G49390",0.614
"AT4G14290",0.614
"AT5G55000",0.614
"AT4G29790",0.614
"AT1G49980",0.614
"AT1G55850",0.614
"AT3G29090",0.613
"AT5G23050",0.613
"AT2G26000",0.612
"AT4G17180",0.612
"AT2G45500",0.612
"AT5G22820",0.612
"AT4G25170",0.611
"AT5G67530",0.61
"AT1G24490",0.609
"AT1G01730",0.609
"AT2G32440",0.609
"AT1G34370",0.609
"AT1G32490",0.609
"AT1G10610",0.608
"AT1G55870",0.608
"AT3G02290",0.608
"AT2G35510",0.607
"AT1G51520",0.607
"AT2G25740",0.607
"ATMG00650",0.606
"AT1G06200",0.606
"AT1G69890",0.605
"AT5G65570",0.604
"AT5G09400",0.604
"AT4G36910",0.604
"AT1G35460",0.604
"AT3G54380",0.604
"AT3G09880",0.603
"AT1G70810",0.602
"AT1G09920",0.602
"AT3G47890",0.602
"AT3G01850",0.602
"AT1G07740",0.601
"AT4G00170",0.601
"AT5G06370",0.6
"AT2G25320",0.6
"AT2G41500",0.6
"AT5G42950",0.599
"AT4G28590",0.599
"AT2G40770",0.599
"AT5G01390",0.599
"AT1G76760",0.598
"AT3G12980",0.598
"AT3G20910",0.598
"AT1G49880",0.597
"AT3G05250",0.597
"AT1G03910",0.597
"AT3G11580",0.597
"AT1G02880",0.596
"AT2G29140",0.596
"AT5G16320",0.596
"AT2G43500",0.596
"AT2G39100",0.596
"AT5G04880",0.596
"AT5G39720",0.595
"AT5G64730",0.595
"AT2G47310",0.595
"AT5G65750",0.594
"AT1G76580",0.594
"AT3G50080",0.594
"AT5G04170",0.594
"AT1G08070",0.593
"AT1G19750",0.593
"AT3G21380",0.593
"AT4G09080",0.593
"AT3G44370",0.592
"AT5G12190",0.591
"AT3G10250",0.591
"AT5G50170",0.591
"AT2G36740",0.591
"AT4G19400",0.591
"AT3G12140",0.59
"AT1G47710",0.59
"AT3G10400",0.59
"AT1G08410",0.589
"AT5G07060",0.589
"AT1G31600",0.589
"AT5G62220",0.589
"AT3G26730",0.588
"AT4G23040",0.588
"AT4G00930",0.588
"AT4G16180",0.588
"AT4G29820",0.588
"AT1G15110",0.588
"AT1G07130",0.587
"AT5G11310",0.587
"AT1G70580",0.587
"AT1G33270",0.586
"AT2G24260",0.585
"AT5G51700",0.585
"AT2G22010",0.584
"AT1G11520",0.584
"AT1G61690",0.584
"AT4G09840",0.583
"AT4G33210",0.583
"AT5G23340",0.583
"AT3G51500",0.583
"AT4G29490",0.583
"AT1G06400",0.583
"AT2G43930",0.583
"AT5G24890",0.582
"AT1G55680",0.582
"AT3G04460",0.582
"AT5G11030",0.582
"AT3G07310",0.582
"AT4G00234",0.582
"AT5G18770",0.582
"AT5G25080",0.582
"AT1G33680",0.582
"AT3G23580",0.582
"AT3G07220",0.582
"AT5G16610",0.582
"AT4G24200",0.581
"AT4G29380",0.581
"AT1G08170",0.581
"AT5G35430",0.581
"AT3G02420",0.581
"AT4G16420",0.58
"AT1G73320",0.58
"AT4G35240",0.579
"AT1G79810",0.579
"AT5G01010",0.578
"AT1G70650",0.578
"AT4G01020",0.578
"AT2G33740",0.578
"AT2G20330",0.578
"AT3G63320",0.578
"AT2G44950",0.578
"AT4G38780",0.577
"AT1G13460",0.577
"AT1G62740",0.577
"AT3G47610",0.576
"AT4G30570",0.576
"AT4G18130",0.575
"AT1G60940",0.575
"AT5G06570",0.575
"AT3G55080",0.575
"AT2G14530",0.574
"AT5G08535",0.574
"AT3G04560",0.573
"AT3G26770",0.573
"AT4G16440",0.573
"AT3G23490",0.573
"AT2G17450",0.573
"AT3G51370",0.573
"AT3G52690",0.573
"AT1G64350",0.572
"AT4G13830",0.572
"AT1G49650",0.572
"AT2G19430",0.572
"AT5G53470",0.572
"AT1G60620",0.572
"AT2G39140",0.571
"AT5G27320",0.571
"AT5G13700",0.571
"AT1G06210",0.571
"AT1G73150",0.571
"AT1G59510",0.571
"AT4G27940",0.571
"AT4G22530",0.57
"AT1G78310",0.57
"AT2G30800",0.57
"AT3G47850",0.57
"AT2G41520",0.57
"AT1G29260",0.57
"AT3G54350",0.569
"AT4G04870",0.569
"AT4G33930",0.568
"AT2G43950",0.568
"AT4G03230",0.568
"AT5G37680",0.568
"AT5G67080",0.567
"AT5G02250",0.567
"AT5G40340",0.567
"AT5G03030",0.567
"AT1G36060",0.567
"AT1G43130",0.567
"AT2G02710",0.567
"AT1G74410",0.566
"AT5G37440",0.566
"AT2G47780",0.566
"AT3G10450",0.565
"AT2G47180",0.565
"AT2G31955",0.565
"AT3G59580",0.564
"AT3G56720",0.564
"AT5G21040",0.564
"AT1G61620",0.564
"AT5G27760",0.564
"AT2G44900",0.564
"AT1G75370",0.564
"AT2G47790",0.563
"AT1G14660",0.563
"AT3G01490",0.563
"AT5G25520",0.562
"AT2G43590",0.562
"AT3G09030",0.562
"AT4G33650",0.562
"AT1G15280",0.561
"AT3G21810",0.56
"AT3G02750",0.56
"AT3G04240",0.56
"AT1G13195",0.56
"AT1G08570",0.559
"AT5G67290",0.559
"AT2G42450",0.557
"AT2G26790",0.557
"AT2G07727",0.557
"AT1G14090",0.557
"AT3G02860",0.557
"AT5G09880",0.557
"AT5G15020",0.556
"AT5G47880",0.556
"AT4G38810",0.555
"AT2G47300",0.555
"AT2G44730",0.555
"AT3G63340",0.554
"AT3G62700",0.554
"AT5G15870",0.554
"AT2G38770",0.554
"AT1G28640",0.554
"AT1G17090",0.554
"AT4G26120",0.554
"AT5G38530",0.554
"AT4G20060",0.554
"AT1G20960",0.553
"AT3G08700",0.553
"AT5G63290",0.553
"AT5G15880",0.552
"AT4G22220",0.552
"AT4G08110",0.552
"AT1G06290",0.552
"AT1G72560",0.552
"AT5G43680",0.551
"AT1G52520",0.551
"AT1G78600",0.551
"AT5G15540",0.551
"AT1G75230",0.55
"AT1G31440",0.55
"AT3G27610",0.55
"AT1G27510",0.55
"AT1G19000",0.549
"AT5G51740",0.549
"AT5G05930",0.549
"AT3G17030",0.549
"AT1G25682",0.549
"AT5G16760",0.549
"AT1G73730",0.549
"AT3G55530",0.549
"AT1G48460",0.548
"AT4G12750",0.548
"AT3G14750",0.547
"AT5G58270",0.547
"AT3G22320",0.546
"AT2G40140",0.546
"AT2G07826",0.546
"AT5G65490",0.546
"AT5G41210",0.546
"AT3G49725",0.546
"AT2G21270",0.546
"AT1G34630",0.545
"AT1G05670",0.545
"AT2G25760",0.545
"AT1G74700",0.544
"AT2G06990",0.544
"AT1G80090",0.544
"AT2G32070",0.543
"AT5G16460",0.543
"AT3G19990",0.542
"AT5G57050",0.542
"AT2G18915",0.542
"AT4G17750",0.542
"AT1G18500",0.542
"AT4G02880",0.541
"AT1G77010",0.541
"AT4G02460",0.541
"AT3G06010",0.541
"AT3G50210",0.54
"AT2G15630",0.54
"AT1G74790",0.54
"AT3G09560",0.54
"AT3G04050",0.54
"AT1G16270",0.54
"AT4G38540",0.54
"AT4G32300",0.539
"AT1G15740",0.538
"AT2G17190",0.538
"AT1G33420",0.538
"AT3G62130",0.537
"AT3G03440",0.537
"AT5G18680",0.537
"AT1G09280",0.537
"AT1G62130",0.537
"AT1G80570",0.537
"AT1G51360",0.537
"AT4G20850",0.537
"AT1G56610",0.537
"AT3G57880",0.537
"AT5G03470",0.537
"AT2G23890",0.536
"AT4G27650",0.536
"AT1G69350",0.536
"AT5G53280",0.536
"AT2G37410",0.536
"AT2G01690",0.536
"AT5G41240",0.536
"AT4G18920",0.535
"AT5G06460",0.535
"AT2G29500",0.535
"AT3G50740",0.534
"AT5G11350",0.534
"AT5G04760",0.534
"AT4G09900",0.534
"AT4G32160",0.533
"AT3G12955",0.533
"AT1G30200",0.533
"AT3G02740",0.532
"AT5G13800",0.532
"AT5G05410",0.532
"AT2G38340",0.532
"AT2G02880",0.531
"AT1G14570",0.531
"AT5G63320",0.531
"AT4G11310",0.531
"AT3G61450",0.531
"AT1G01650",0.53
"AT1G55750",0.53
"AT1G78890",0.53
"AT3G26350",0.53
"AT5G19330",0.53
"AT1G50600",0.53
"AT5G65470",0.529
"AT2G32600",0.529
"AT1G69800",0.529
"AT5G06950",0.529
"AT3G03790",0.529
"AT3G14660",0.528
"AT4G17510",0.528
"AT1G64050",0.528
"AT1G58220",0.527
"AT2G45440",0.526
"AT5G65070",0.526
"AT1G65080",0.525
"AT3G28030",0.524
"AT1G73090",0.524
"AT2G01360",0.524
"AT5G51970",0.524
"AT1G03380",0.524
"AT5G25070",0.524
"AT3G50060",0.524
"AT1G31730",0.524
"AT5G03240",0.523
"AT3G47340",0.523
"AT2G47420",0.523
"AT1G61210",0.523
"AT3G62330",0.523
"AT1G60995",0.522
"AT1G73820",0.522
"AT5G60790",0.522
"AT2G25340",0.522
"AT2G27200",0.522
"AT1G23780",0.522
"AT5G42570",0.521
"AT1G47310",0.521
"AT1G75400",0.521
"AT1G65410",0.521
"AT5G07890",0.52
"AT5G62760",0.52
"AT2G31740",0.52
"AT3G06200",0.52
"AT5G47400",0.52
"AT5G22450",0.52
"AT3G51610",0.519
"AT1G71530",0.519
"AT2G38130",0.519
"AT3G13340",0.519
"AT3G62860",0.518
"AT1G80070",0.517
"AT1G12330",0.517
"AT3G50420",0.517
"AT5G38040",0.517
"AT1G24340",0.517
"AT2G32950",0.516
"AT5G46210",0.516
"AT5G08220",0.516
"AT2G45980",0.516
"AT3G15590",0.516
"AT4G23640",0.516
"AT4G34910",0.516
"AT2G29190",0.515
"AT5G42890",0.515
"AT5G10300",0.515
"AT2G18750",0.514
"AT5G16340",0.514
"AT1G60200",0.514
"AT5G64360",0.513
"AT4G31160",0.513
"AT4G16210",0.513
"AT1G15100",0.512
"AT1G13870",0.512
"AT5G42560",0.512
"AT4G10920",0.512
"AT2G18410",0.511
"AT5G10270",0.511
"AT5G67630",0.511
"AT5G62900",0.511
"AT1G11400",0.51
"AT1G08210",0.51
"AT5G46050",0.51
"AT5G11600",0.51
"AT1G60200",0.509
"AT5G66180",0.509
"AT5G03700",0.509
"AT5G27540",0.509
"AT2G24050",0.509
"AT5G63610",0.509
"AT4G08580",0.509
"AT2G44890",0.509
"AT4G38940",0.509
"AT5G35370",0.508
"AT3G62880",0.508
"AT5G54290",0.508
"AT5G63480",0.507
"AT3G17880",0.507
"AT3G13550",0.507
"AT1G68340",0.507
"AT5G16550",0.507
"AT1G03190",0.507
"AT3G19950",0.507
"AT2G18510",0.506
"AT3G20630",0.506
"AT1G43700",0.506
"AT1G07615",0.506
"AT4G00800",0.505
"AT4G01026",0.505
"AT5G18250",0.505
"AT2G14520",0.505
"AT1G07470",0.505
"AT5G01720",0.505
"AT5G51130",0.504
"AT2G27480",0.504
"AT5G50230",0.504
"AT2G36810",0.504
"AT3G13290",0.504
"AT5G02130",0.503
"AT3G15180",0.503
"AT3G47630",0.503
"AT1G17760",0.503
"AT1G54130",0.502
"AT3G13670",0.502
"AT2G38420",0.502
"AT2G35540",0.502
"AT3G01200",0.502
"AT5G66160",0.501
"AT1G49350",0.501
"AT5G45160",0.501
"AT4G17620",0.501
"AT4G27120",0.501
"AT5G26600",0.501
"AT4G34100",0.501
"AT3G14130",0.501
